2,0,12,11.012
2,1,12,10.378
2,2,12,9.893
2,3,12,10.356
2,4,12,9.963
3,0,18,13.179
3,1,18,12.898
3,2,18,12.772
3,3,18,13.675
3,4,18,13.089
4,0,24,16.85
4,1,24,16.991
4,2,24,16.182
4,3,24,16.269
4,4,24,16.896
5,0,30,18.977
5,1,30,18.239
5,2,30,20.208
5,3,30,19.086
5,4,30,18.258
6,0,36,23.215
6,1,36,22.242
6,2,36,22.228
6,3,36,23.096
6,4,36,24.132
7,0,42,27.179
7,1,42,27.176
7,2,42,27.175
7,3,42,25.289
7,4,42,28.158
8,0,48,33.139
8,1,48,33.116
8,2,48,32.128
8,3,48,31.19
8,4,48,32.154
9,0,54,39.16
9,1,54,40.005
9,2,54,37.809
9,3,54,38.393
9,4,54,35.145
10,0,60,40.089
10,1,60,40.125
10,2,60,41.112
10,3,60,33.208
10,4,60,32.281
11,0,66,37.202
11,1,66,37.042
11,2,66,39.161
11,3,66,38.195
11,4,66,36.76
12,0,72,45.135
12,1,72,43.175
12,2,72,43.648
12,3,72,41.21
12,4,72,46.131
13,0,78,43.246
13,1,78,39.287
13,2,78,43.594
13,3,78,44.232
13,4,78,39.305
14,0,84,49.26
14,1,84,46.284
14,2,84,42.166
14,3,84,43.231
14,4,84,48.286
15,0,90,50.216
15,1,90,43.326
15,2,90,45.229
15,3,90,41.343
15,4,90,39.241
