2,0,3,3.65
2,1,3,3.072
2,2,3,3.105
2,3,3,3.044
2,4,3,3.136
3,0,3,3.83
3,1,3,3.794
3,2,3,3.756
3,3,3,3.832
3,4,3,3.804
4,0,3,4.608
4,1,3,4.635
4,2,3,4.556
4,3,3,4.6
4,4,3,4.58
5,0,3,5.217
5,1,3,5.314
5,2,3,5.665
5,3,3,5.424
5,4,3,5.461
6,0,3,6.38
6,1,3,6.203
6,2,3,6.151
6,3,3,6.179
6,4,3,6.335
7,0,3,7.051
7,1,3,7.391
7,2,3,6.917
7,3,3,6.851
7,4,3,7.086
8,0,3,8.057
8,1,3,7.92
8,2,3,7.776
8,3,3,7.738
8,4,3,7.845
9,0,3,9.022
9,1,3,8.625
9,2,3,8.648
9,3,3,8.782
9,4,3,9.275
10,0,3,9.594
10,1,3,9.533
10,2,3,9.391
10,3,3,9.486
10,4,3,9.588
11,0,3,10.945
11,1,3,10.694
11,2,3,10.656
11,3,3,10.46
11,4,3,10.727
12,0,3,11.907
12,1,3,11.335
12,2,3,11.69
12,3,3,11.434
12,4,3,11.804
13,0,3,12.855
13,1,3,12.414
13,2,3,12.957
13,3,3,14
13,4,3,12.187
14,0,3,14.078
14,1,3,13.392
14,2,3,13.552
14,3,3,13.35
14,4,3,13.182
15,0,3,15.412
15,1,3,14.884
15,2,3,15.113
15,3,3,14.25
15,4,3,15.226
